Genome	DomestiCAT_Aruba-501 Length	DomestiCAT_Aruba-502 Length	DomestiCAT_Aruba-503 Length	DomestiCAT_Aruba-504 Length	DomestiCAT_Aruba-505 Length	DomestiCAT_Aruba-506 Length	DomestiCAT_Aruba-507 Length	DomestiCAT_Aruba-508 Length	DomestiCAT_Aruba-509 Length	DomestiCAT_Aruba-510 Length	DomestiCAT_Aruba-511 Length	DomestiCAT_Aruba-512 Length	DomestiCAT_Aruba-513 Length	DomestiCAT_Aruba-514 Length	DomestiCAT_Aruba-515 Length	DomestiCAT_Aruba-516 Length	DomestiCAT_Brazil-501 Length	DomestiCAT_Brazil-502 Length	DomestiCAT_Brazil-503 Length	DomestiCAT_Brazil-504 Length	DomestiCAT_Brazil-505 Length	DomestiCAT_Brazil-506 Length	DomestiCAT_Brazil-507 Length	DomestiCAT_Brazil-508 Length	DomestiCAT_Brazil-509 Length	DomestiCAT_Brazil-510 Length	DomestiCAT_Brazil-511 Length	DomestiCAT_Brazil-512 Length	DomestiCAT_Brazil-513 Length	DomestiCAT_Brazil-514 Length	DomestiCAT_Brazil-515 Length	DomestiCAT_Brazil-516 Length	DomestiCAT_CaboVerde-501 Length	DomestiCAT_CaboVerde-502 Length	DomestiCAT_CaboVerde-503 Length	DomestiCAT_CaboVerde-504 Length	DomestiCAT_CaboVerde-505 Length	DomestiCAT_CaboVerde-506 Length	DomestiCAT_CaboVerde-507 Length	DomestiCAT_CaboVerde-508 Length	DomestiCAT_CaboVerde-509 Length	DomestiCAT_CaboVerde-510 Length	DomestiCAT_CaboVerde-511 Length	DomestiCAT_CaboVerde-512 Length	DomestiCAT_CaboVerde-513 Length	DomestiCAT_CaboVerde-514 Length	DomestiCAT_CaboVerde-515 Length	DomestiCAT_Denmark_10 Length	DomestiCAT_Denmark_11 Length	DomestiCAT_Denmark_12 Length	DomestiCAT_Denmark_13 Length	DomestiCAT_Denmark_14 Length	DomestiCAT_Denmark_15 Length	DomestiCAT_Denmark_16 Length	DomestiCAT_Denmark_1 Length	DomestiCAT_Denmark_2 Length	DomestiCAT_Denmark_3 Length	DomestiCAT_Denmark_4 Length	DomestiCAT_Denmark_5 Length	DomestiCAT_Denmark_6 Length	DomestiCAT_Denmark_7 Length	DomestiCAT_Denmark_8 Length	DomestiCAT_Denmark_9 Length	DomestiCAT_Denmark_blank Length	DomestiCAT-Malaysia-501 Length	DomestiCAT-Malaysia-502 Length	DomestiCAT-Malaysia-503 Length	DomestiCAT-Malaysia-504 Length	DomestiCAT-Malaysia-505 Length	DomestiCAT-Malaysia-506 Length	DomestiCAT-Malaysia-507 Length	DomestiCAT-Malaysia-508 Length	DomestiCAT-Malaysia-509 Length	DomestiCAT-Malaysia-510 Length	DomestiCAT-Malaysia-511 Length	DomestiCAT-Malaysia-512 Length	DomestiCAT-Malaysia-513 Length	DomestiCAT-Malaysia-514 Length	DomestiCAT-Malaysia-515 Length	DomestiCAT-Malaysia-516 Length	DomestiCAT_Spain-501 Length	DomestiCAT_Spain-502 Length	DomestiCAT_Spain-503 Length	DomestiCAT_Spain-504 Length	DomestiCAT_Spain-505 Length	DomestiCAT_Spain-506 Length	DomestiCAT_Spain-507 Length	DomestiCAT_Spain-508 Length	DomestiCAT_Spain-509 Length	DomestiCAT_Spain-510 Length	DomestiCAT_Spain-511 Length	DomestiCAT_Spain-512 Length	DomestiCAT_Spain-513 Length	DomestiCAT_Spain-514 Length	DomestiCAT_Spain-515 Length	DomestiCAT_Spain-516 Length
bin_Aruba.21	2460189	2460189	2460189	2460189	2460189	2460189	2460189	2460189	2460189	2460189	2460189	2460189	2460189	2460189	2460189	2460189	2460189	2460189	2460189	2460189	2460189	2460189	2460189	2460189	2460189	2460189	2460189	2460189	2460189	2460189	2460189	2460189	2460189	2460189	2460189	2460189	2460189	2460189	2460189	2460189	2460189	2460189	2460189	2460189	2460189	2460189	2460189	2460189	2460189	2460189	2460189	2460189	2460189	2460189	2460189	2460189	2460189	2460189	2460189	2460189	2460189	2460189	2460189	2460189	2460189	2460189	2460189	2460189	2460189	2460189	2460189	2460189	2460189	2460189	2460189	2460189	2460189	2460189	2460189	2460189	2460189	2460189	2460189	2460189	2460189	2460189	2460189	2460189	2460189	2460189	2460189	2460189	2460189	2460189	2460189	2460189
bin_Spain.9	1497904	1497904	1497904	1497904	1497904	1497904	1497904	1497904	1497904	1497904	1497904	1497904	1497904	1497904	1497904	1497904	1497904	1497904	1497904	1497904	1497904	1497904	1497904	1497904	1497904	1497904	1497904	1497904	1497904	1497904	1497904	1497904	1497904	1497904	1497904	1497904	1497904	1497904	1497904	1497904	1497904	1497904	1497904	1497904	1497904	1497904	1497904	1497904	1497904	1497904	1497904	1497904	1497904	1497904	1497904	1497904	1497904	1497904	1497904	1497904	1497904	1497904	1497904	1497904	1497904	1497904	1497904	1497904	1497904	1497904	1497904	1497904	1497904	1497904	1497904	1497904	1497904	1497904	1497904	1497904	1497904	1497904	1497904	1497904	1497904	1497904	1497904	1497904	1497904	1497904	1497904	1497904	1497904	1497904	1497904	1497904
bin_Brazil.43	3749640	3749640	3749640	3749640	3749640	3749640	3749640	3749640	3749640	3749640	3749640	3749640	3749640	3749640	3749640	3749640	3749640	3749640	3749640	3749640	3749640	3749640	3749640	3749640	3749640	3749640	3749640	3749640	3749640	3749640	3749640	3749640	3749640	3749640	3749640	3749640	3749640	3749640	3749640	3749640	3749640	3749640	3749640	3749640	3749640	3749640	3749640	3749640	3749640	3749640	3749640	3749640	3749640	3749640	3749640	3749640	3749640	3749640	3749640	3749640	3749640	3749640	3749640	3749640	3749640	3749640	3749640	3749640	3749640	3749640	3749640	3749640	3749640	3749640	3749640	3749640	3749640	3749640	3749640	3749640	3749640	3749640	3749640	3749640	3749640	3749640	3749640	3749640	3749640	3749640	3749640	3749640	3749640	3749640	3749640	3749640
bin_Brazil.40	2355583	2355583	2355583	2355583	2355583	2355583	2355583	2355583	2355583	2355583	2355583	2355583	2355583	2355583	2355583	2355583	2355583	2355583	2355583	2355583	2355583	2355583	2355583	2355583	2355583	2355583	2355583	2355583	2355583	2355583	2355583	2355583	2355583	2355583	2355583	2355583	2355583	2355583	2355583	2355583	2355583	2355583	2355583	2355583	2355583	2355583	2355583	2355583	2355583	2355583	2355583	2355583	2355583	2355583	2355583	2355583	2355583	2355583	2355583	2355583	2355583	2355583	2355583	2355583	2355583	2355583	2355583	2355583	2355583	2355583	2355583	2355583	2355583	2355583	2355583	2355583	2355583	2355583	2355583	2355583	2355583	2355583	2355583	2355583	2355583	2355583	2355583	2355583	2355583	2355583	2355583	2355583	2355583	2355583	2355583	2355583
bin_Brazil.166	2211010	2211010	2211010	2211010	2211010	2211010	2211010	2211010	2211010	2211010	2211010	2211010	2211010	2211010	2211010	2211010	2211010	2211010	2211010	2211010	2211010	2211010	2211010	2211010	2211010	2211010	2211010	2211010	2211010	2211010	2211010	2211010	2211010	2211010	2211010	2211010	2211010	2211010	2211010	2211010	2211010	2211010	2211010	2211010	2211010	2211010	2211010	2211010	2211010	2211010	2211010	2211010	2211010	2211010	2211010	2211010	2211010	2211010	2211010	2211010	2211010	2211010	2211010	2211010	2211010	2211010	2211010	2211010	2211010	2211010	2211010	2211010	2211010	2211010	2211010	2211010	2211010	2211010	2211010	2211010	2211010	2211010	2211010	2211010	2211010	2211010	2211010	2211010	2211010	2211010	2211010	2211010	2211010	2211010	2211010	2211010
bin_Aruba.28	2343991	2343991	2343991	2343991	2343991	2343991	2343991	2343991	2343991	2343991	2343991	2343991	2343991	2343991	2343991	2343991	2343991	2343991	2343991	2343991	2343991	2343991	2343991	2343991	2343991	2343991	2343991	2343991	2343991	2343991	2343991	2343991	2343991	2343991	2343991	2343991	2343991	2343991	2343991	2343991	2343991	2343991	2343991	2343991	2343991	2343991	2343991	2343991	2343991	2343991	2343991	2343991	2343991	2343991	2343991	2343991	2343991	2343991	2343991	2343991	2343991	2343991	2343991	2343991	2343991	2343991	2343991	2343991	2343991	2343991	2343991	2343991	2343991	2343991	2343991	2343991	2343991	2343991	2343991	2343991	2343991	2343991	2343991	2343991	2343991	2343991	2343991	2343991	2343991	2343991	2343991	2343991	2343991	2343991	2343991	2343991
bin_Denmark.17	1753710	1753710	1753710	1753710	1753710	1753710	1753710	1753710	1753710	1753710	1753710	1753710	1753710	1753710	1753710	1753710	1753710	1753710	1753710	1753710	1753710	1753710	1753710	1753710	1753710	1753710	1753710	1753710	1753710	1753710	1753710	1753710	1753710	1753710	1753710	1753710	1753710	1753710	1753710	1753710	1753710	1753710	1753710	1753710	1753710	1753710	1753710	1753710	1753710	1753710	1753710	1753710	1753710	1753710	1753710	1753710	1753710	1753710	1753710	1753710	1753710	1753710	1753710	1753710	1753710	1753710	1753710	1753710	1753710	1753710	1753710	1753710	1753710	1753710	1753710	1753710	1753710	1753710	1753710	1753710	1753710	1753710	1753710	1753710	1753710	1753710	1753710	1753710	1753710	1753710	1753710	1753710	1753710	1753710	1753710	1753710
bin_Denmark.61	2007157	2007157	2007157	2007157	2007157	2007157	2007157	2007157	2007157	2007157	2007157	2007157	2007157	2007157	2007157	2007157	2007157	2007157	2007157	2007157	2007157	2007157	2007157	2007157	2007157	2007157	2007157	2007157	2007157	2007157	2007157	2007157	2007157	2007157	2007157	2007157	2007157	2007157	2007157	2007157	2007157	2007157	2007157	2007157	2007157	2007157	2007157	2007157	2007157	2007157	2007157	2007157	2007157	2007157	2007157	2007157	2007157	2007157	2007157	2007157	2007157	2007157	2007157	2007157	2007157	2007157	2007157	2007157	2007157	2007157	2007157	2007157	2007157	2007157	2007157	2007157	2007157	2007157	2007157	2007157	2007157	2007157	2007157	2007157	2007157	2007157	2007157	2007157	2007157	2007157	2007157	2007157	2007157	2007157	2007157	2007157
bin_Brazil.154	1945392	1945392	1945392	1945392	1945392	1945392	1945392	1945392	1945392	1945392	1945392	1945392	1945392	1945392	1945392	1945392	1945392	1945392	1945392	1945392	1945392	1945392	1945392	1945392	1945392	1945392	1945392	1945392	1945392	1945392	1945392	1945392	1945392	1945392	1945392	1945392	1945392	1945392	1945392	1945392	1945392	1945392	1945392	1945392	1945392	1945392	1945392	1945392	1945392	1945392	1945392	1945392	1945392	1945392	1945392	1945392	1945392	1945392	1945392	1945392	1945392	1945392	1945392	1945392	1945392	1945392	1945392	1945392	1945392	1945392	1945392	1945392	1945392	1945392	1945392	1945392	1945392	1945392	1945392	1945392	1945392	1945392	1945392	1945392	1945392	1945392	1945392	1945392	1945392	1945392	1945392	1945392	1945392	1945392	1945392	1945392
bin_Malaysia.18	2467150	2467150	2467150	2467150	2467150	2467150	2467150	2467150	2467150	2467150	2467150	2467150	2467150	2467150	2467150	2467150	2467150	2467150	2467150	2467150	2467150	2467150	2467150	2467150	2467150	2467150	2467150	2467150	2467150	2467150	2467150	2467150	2467150	2467150	2467150	2467150	2467150	2467150	2467150	2467150	2467150	2467150	2467150	2467150	2467150	2467150	2467150	2467150	2467150	2467150	2467150	2467150	2467150	2467150	2467150	2467150	2467150	2467150	2467150	2467150	2467150	2467150	2467150	2467150	2467150	2467150	2467150	2467150	2467150	2467150	2467150	2467150	2467150	2467150	2467150	2467150	2467150	2467150	2467150	2467150	2467150	2467150	2467150	2467150	2467150	2467150	2467150	2467150	2467150	2467150	2467150	2467150	2467150	2467150	2467150	2467150
bin_Spain.37	1982280	1982280	1982280	1982280	1982280	1982280	1982280	1982280	1982280	1982280	1982280	1982280	1982280	1982280	1982280	1982280	1982280	1982280	1982280	1982280	1982280	1982280	1982280	1982280	1982280	1982280	1982280	1982280	1982280	1982280	1982280	1982280	1982280	1982280	1982280	1982280	1982280	1982280	1982280	1982280	1982280	1982280	1982280	1982280	1982280	1982280	1982280	1982280	1982280	1982280	1982280	1982280	1982280	1982280	1982280	1982280	1982280	1982280	1982280	1982280	1982280	1982280	1982280	1982280	1982280	1982280	1982280	1982280	1982280	1982280	1982280	1982280	1982280	1982280	1982280	1982280	1982280	1982280	1982280	1982280	1982280	1982280	1982280	1982280	1982280	1982280	1982280	1982280	1982280	1982280	1982280	1982280	1982280	1982280	1982280	1982280
bin_Brazil.3	2041341	2041341	2041341	2041341	2041341	2041341	2041341	2041341	2041341	2041341	2041341	2041341	2041341	2041341	2041341	2041341	2041341	2041341	2041341	2041341	2041341	2041341	2041341	2041341	2041341	2041341	2041341	2041341	2041341	2041341	2041341	2041341	2041341	2041341	2041341	2041341	2041341	2041341	2041341	2041341	2041341	2041341	2041341	2041341	2041341	2041341	2041341	2041341	2041341	2041341	2041341	2041341	2041341	2041341	2041341	2041341	2041341	2041341	2041341	2041341	2041341	2041341	2041341	2041341	2041341	2041341	2041341	2041341	2041341	2041341	2041341	2041341	2041341	2041341	2041341	2041341	2041341	2041341	2041341	2041341	2041341	2041341	2041341	2041341	2041341	2041341	2041341	2041341	2041341	2041341	2041341	2041341	2041341	2041341	2041341	2041341
bin_Malaysia.64	3302863	3302863	3302863	3302863	3302863	3302863	3302863	3302863	3302863	3302863	3302863	3302863	3302863	3302863	3302863	3302863	3302863	3302863	3302863	3302863	3302863	3302863	3302863	3302863	3302863	3302863	3302863	3302863	3302863	3302863	3302863	3302863	3302863	3302863	3302863	3302863	3302863	3302863	3302863	3302863	3302863	3302863	3302863	3302863	3302863	3302863	3302863	3302863	3302863	3302863	3302863	3302863	3302863	3302863	3302863	3302863	3302863	3302863	3302863	3302863	3302863	3302863	3302863	3302863	3302863	3302863	3302863	3302863	3302863	3302863	3302863	3302863	3302863	3302863	3302863	3302863	3302863	3302863	3302863	3302863	3302863	3302863	3302863	3302863	3302863	3302863	3302863	3302863	3302863	3302863	3302863	3302863	3302863	3302863	3302863	3302863
bin_Aruba.18	1877314	1877314	1877314	1877314	1877314	1877314	1877314	1877314	1877314	1877314	1877314	1877314	1877314	1877314	1877314	1877314	1877314	1877314	1877314	1877314	1877314	1877314	1877314	1877314	1877314	1877314	1877314	1877314	1877314	1877314	1877314	1877314	1877314	1877314	1877314	1877314	1877314	1877314	1877314	1877314	1877314	1877314	1877314	1877314	1877314	1877314	1877314	1877314	1877314	1877314	1877314	1877314	1877314	1877314	1877314	1877314	1877314	1877314	1877314	1877314	1877314	1877314	1877314	1877314	1877314	1877314	1877314	1877314	1877314	1877314	1877314	1877314	1877314	1877314	1877314	1877314	1877314	1877314	1877314	1877314	1877314	1877314	1877314	1877314	1877314	1877314	1877314	1877314	1877314	1877314	1877314	1877314	1877314	1877314	1877314	1877314
bin_Brazil.58	2119906	2119906	2119906	2119906	2119906	2119906	2119906	2119906	2119906	2119906	2119906	2119906	2119906	2119906	2119906	2119906	2119906	2119906	2119906	2119906	2119906	2119906	2119906	2119906	2119906	2119906	2119906	2119906	2119906	2119906	2119906	2119906	2119906	2119906	2119906	2119906	2119906	2119906	2119906	2119906	2119906	2119906	2119906	2119906	2119906	2119906	2119906	2119906	2119906	2119906	2119906	2119906	2119906	2119906	2119906	2119906	2119906	2119906	2119906	2119906	2119906	2119906	2119906	2119906	2119906	2119906	2119906	2119906	2119906	2119906	2119906	2119906	2119906	2119906	2119906	2119906	2119906	2119906	2119906	2119906	2119906	2119906	2119906	2119906	2119906	2119906	2119906	2119906	2119906	2119906	2119906	2119906	2119906	2119906	2119906	2119906
bin_Malaysia.43	2254876	2254876	2254876	2254876	2254876	2254876	2254876	2254876	2254876	2254876	2254876	2254876	2254876	2254876	2254876	2254876	2254876	2254876	2254876	2254876	2254876	2254876	2254876	2254876	2254876	2254876	2254876	2254876	2254876	2254876	2254876	2254876	2254876	2254876	2254876	2254876	2254876	2254876	2254876	2254876	2254876	2254876	2254876	2254876	2254876	2254876	2254876	2254876	2254876	2254876	2254876	2254876	2254876	2254876	2254876	2254876	2254876	2254876	2254876	2254876	2254876	2254876	2254876	2254876	2254876	2254876	2254876	2254876	2254876	2254876	2254876	2254876	2254876	2254876	2254876	2254876	2254876	2254876	2254876	2254876	2254876	2254876	2254876	2254876	2254876	2254876	2254876	2254876	2254876	2254876	2254876	2254876	2254876	2254876	2254876	2254876
bin_Spain.77	1796664	1796664	1796664	1796664	1796664	1796664	1796664	1796664	1796664	1796664	1796664	1796664	1796664	1796664	1796664	1796664	1796664	1796664	1796664	1796664	1796664	1796664	1796664	1796664	1796664	1796664	1796664	1796664	1796664	1796664	1796664	1796664	1796664	1796664	1796664	1796664	1796664	1796664	1796664	1796664	1796664	1796664	1796664	1796664	1796664	1796664	1796664	1796664	1796664	1796664	1796664	1796664	1796664	1796664	1796664	1796664	1796664	1796664	1796664	1796664	1796664	1796664	1796664	1796664	1796664	1796664	1796664	1796664	1796664	1796664	1796664	1796664	1796664	1796664	1796664	1796664	1796664	1796664	1796664	1796664	1796664	1796664	1796664	1796664	1796664	1796664	1796664	1796664	1796664	1796664	1796664	1796664	1796664	1796664	1796664	1796664
bin_Brazil.48	2256871	2256871	2256871	2256871	2256871	2256871	2256871	2256871	2256871	2256871	2256871	2256871	2256871	2256871	2256871	2256871	2256871	2256871	2256871	2256871	2256871	2256871	2256871	2256871	2256871	2256871	2256871	2256871	2256871	2256871	2256871	2256871	2256871	2256871	2256871	2256871	2256871	2256871	2256871	2256871	2256871	2256871	2256871	2256871	2256871	2256871	2256871	2256871	2256871	2256871	2256871	2256871	2256871	2256871	2256871	2256871	2256871	2256871	2256871	2256871	2256871	2256871	2256871	2256871	2256871	2256871	2256871	2256871	2256871	2256871	2256871	2256871	2256871	2256871	2256871	2256871	2256871	2256871	2256871	2256871	2256871	2256871	2256871	2256871	2256871	2256871	2256871	2256871	2256871	2256871	2256871	2256871	2256871	2256871	2256871	2256871
bin_Brazil.73	2199962	2199962	2199962	2199962	2199962	2199962	2199962	2199962	2199962	2199962	2199962	2199962	2199962	2199962	2199962	2199962	2199962	2199962	2199962	2199962	2199962	2199962	2199962	2199962	2199962	2199962	2199962	2199962	2199962	2199962	2199962	2199962	2199962	2199962	2199962	2199962	2199962	2199962	2199962	2199962	2199962	2199962	2199962	2199962	2199962	2199962	2199962	2199962	2199962	2199962	2199962	2199962	2199962	2199962	2199962	2199962	2199962	2199962	2199962	2199962	2199962	2199962	2199962	2199962	2199962	2199962	2199962	2199962	2199962	2199962	2199962	2199962	2199962	2199962	2199962	2199962	2199962	2199962	2199962	2199962	2199962	2199962	2199962	2199962	2199962	2199962	2199962	2199962	2199962	2199962	2199962	2199962	2199962	2199962	2199962	2199962
bin_CaboVerde.10	1301247	1301247	1301247	1301247	1301247	1301247	1301247	1301247	1301247	1301247	1301247	1301247	1301247	1301247	1301247	1301247	1301247	1301247	1301247	1301247	1301247	1301247	1301247	1301247	1301247	1301247	1301247	1301247	1301247	1301247	1301247	1301247	1301247	1301247	1301247	1301247	1301247	1301247	1301247	1301247	1301247	1301247	1301247	1301247	1301247	1301247	1301247	1301247	1301247	1301247	1301247	1301247	1301247	1301247	1301247	1301247	1301247	1301247	1301247	1301247	1301247	1301247	1301247	1301247	1301247	1301247	1301247	1301247	1301247	1301247	1301247	1301247	1301247	1301247	1301247	1301247	1301247	1301247	1301247	1301247	1301247	1301247	1301247	1301247	1301247	1301247	1301247	1301247	1301247	1301247	1301247	1301247	1301247	1301247	1301247	1301247
bin_Spain.42	1429406	1429406	1429406	1429406	1429406	1429406	1429406	1429406	1429406	1429406	1429406	1429406	1429406	1429406	1429406	1429406	1429406	1429406	1429406	1429406	1429406	1429406	1429406	1429406	1429406	1429406	1429406	1429406	1429406	1429406	1429406	1429406	1429406	1429406	1429406	1429406	1429406	1429406	1429406	1429406	1429406	1429406	1429406	1429406	1429406	1429406	1429406	1429406	1429406	1429406	1429406	1429406	1429406	1429406	1429406	1429406	1429406	1429406	1429406	1429406	1429406	1429406	1429406	1429406	1429406	1429406	1429406	1429406	1429406	1429406	1429406	1429406	1429406	1429406	1429406	1429406	1429406	1429406	1429406	1429406	1429406	1429406	1429406	1429406	1429406	1429406	1429406	1429406	1429406	1429406	1429406	1429406	1429406	1429406	1429406	1429406
bin_CaboVerde.50	2160562	2160562	2160562	2160562	2160562	2160562	2160562	2160562	2160562	2160562	2160562	2160562	2160562	2160562	2160562	2160562	2160562	2160562	2160562	2160562	2160562	2160562	2160562	2160562	2160562	2160562	2160562	2160562	2160562	2160562	2160562	2160562	2160562	2160562	2160562	2160562	2160562	2160562	2160562	2160562	2160562	2160562	2160562	2160562	2160562	2160562	2160562	2160562	2160562	2160562	2160562	2160562	2160562	2160562	2160562	2160562	2160562	2160562	2160562	2160562	2160562	2160562	2160562	2160562	2160562	2160562	2160562	2160562	2160562	2160562	2160562	2160562	2160562	2160562	2160562	2160562	2160562	2160562	2160562	2160562	2160562	2160562	2160562	2160562	2160562	2160562	2160562	2160562	2160562	2160562	2160562	2160562	2160562	2160562	2160562	2160562
bin_Brazil.96	3656265	3656265	3656265	3656265	3656265	3656265	3656265	3656265	3656265	3656265	3656265	3656265	3656265	3656265	3656265	3656265	3656265	3656265	3656265	3656265	3656265	3656265	3656265	3656265	3656265	3656265	3656265	3656265	3656265	3656265	3656265	3656265	3656265	3656265	3656265	3656265	3656265	3656265	3656265	3656265	3656265	3656265	3656265	3656265	3656265	3656265	3656265	3656265	3656265	3656265	3656265	3656265	3656265	3656265	3656265	3656265	3656265	3656265	3656265	3656265	3656265	3656265	3656265	3656265	3656265	3656265	3656265	3656265	3656265	3656265	3656265	3656265	3656265	3656265	3656265	3656265	3656265	3656265	3656265	3656265	3656265	3656265	3656265	3656265	3656265	3656265	3656265	3656265	3656265	3656265	3656265	3656265	3656265	3656265	3656265	3656265
bin_Aruba.57	2591357	2591357	2591357	2591357	2591357	2591357	2591357	2591357	2591357	2591357	2591357	2591357	2591357	2591357	2591357	2591357	2591357	2591357	2591357	2591357	2591357	2591357	2591357	2591357	2591357	2591357	2591357	2591357	2591357	2591357	2591357	2591357	2591357	2591357	2591357	2591357	2591357	2591357	2591357	2591357	2591357	2591357	2591357	2591357	2591357	2591357	2591357	2591357	2591357	2591357	2591357	2591357	2591357	2591357	2591357	2591357	2591357	2591357	2591357	2591357	2591357	2591357	2591357	2591357	2591357	2591357	2591357	2591357	2591357	2591357	2591357	2591357	2591357	2591357	2591357	2591357	2591357	2591357	2591357	2591357	2591357	2591357	2591357	2591357	2591357	2591357	2591357	2591357	2591357	2591357	2591357	2591357	2591357	2591357	2591357	2591357
bin_CaboVerde.3	3491906	3491906	3491906	3491906	3491906	3491906	3491906	3491906	3491906	3491906	3491906	3491906	3491906	3491906	3491906	3491906	3491906	3491906	3491906	3491906	3491906	3491906	3491906	3491906	3491906	3491906	3491906	3491906	3491906	3491906	3491906	3491906	3491906	3491906	3491906	3491906	3491906	3491906	3491906	3491906	3491906	3491906	3491906	3491906	3491906	3491906	3491906	3491906	3491906	3491906	3491906	3491906	3491906	3491906	3491906	3491906	3491906	3491906	3491906	3491906	3491906	3491906	3491906	3491906	3491906	3491906	3491906	3491906	3491906	3491906	3491906	3491906	3491906	3491906	3491906	3491906	3491906	3491906	3491906	3491906	3491906	3491906	3491906	3491906	3491906	3491906	3491906	3491906	3491906	3491906	3491906	3491906	3491906	3491906	3491906	3491906
bin_Spain.43	1696550	1696550	1696550	1696550	1696550	1696550	1696550	1696550	1696550	1696550	1696550	1696550	1696550	1696550	1696550	1696550	1696550	1696550	1696550	1696550	1696550	1696550	1696550	1696550	1696550	1696550	1696550	1696550	1696550	1696550	1696550	1696550	1696550	1696550	1696550	1696550	1696550	1696550	1696550	1696550	1696550	1696550	1696550	1696550	1696550	1696550	1696550	1696550	1696550	1696550	1696550	1696550	1696550	1696550	1696550	1696550	1696550	1696550	1696550	1696550	1696550	1696550	1696550	1696550	1696550	1696550	1696550	1696550	1696550	1696550	1696550	1696550	1696550	1696550	1696550	1696550	1696550	1696550	1696550	1696550	1696550	1696550	1696550	1696550	1696550	1696550	1696550	1696550	1696550	1696550	1696550	1696550	1696550	1696550	1696550	1696550
bin_Brazil.83	1754226	1754226	1754226	1754226	1754226	1754226	1754226	1754226	1754226	1754226	1754226	1754226	1754226	1754226	1754226	1754226	1754226	1754226	1754226	1754226	1754226	1754226	1754226	1754226	1754226	1754226	1754226	1754226	1754226	1754226	1754226	1754226	1754226	1754226	1754226	1754226	1754226	1754226	1754226	1754226	1754226	1754226	1754226	1754226	1754226	1754226	1754226	1754226	1754226	1754226	1754226	1754226	1754226	1754226	1754226	1754226	1754226	1754226	1754226	1754226	1754226	1754226	1754226	1754226	1754226	1754226	1754226	1754226	1754226	1754226	1754226	1754226	1754226	1754226	1754226	1754226	1754226	1754226	1754226	1754226	1754226	1754226	1754226	1754226	1754226	1754226	1754226	1754226	1754226	1754226	1754226	1754226	1754226	1754226	1754226	1754226
bin_Malaysia.4	1941845	1941845	1941845	1941845	1941845	1941845	1941845	1941845	1941845	1941845	1941845	1941845	1941845	1941845	1941845	1941845	1941845	1941845	1941845	1941845	1941845	1941845	1941845	1941845	1941845	1941845	1941845	1941845	1941845	1941845	1941845	1941845	1941845	1941845	1941845	1941845	1941845	1941845	1941845	1941845	1941845	1941845	1941845	1941845	1941845	1941845	1941845	1941845	1941845	1941845	1941845	1941845	1941845	1941845	1941845	1941845	1941845	1941845	1941845	1941845	1941845	1941845	1941845	1941845	1941845	1941845	1941845	1941845	1941845	1941845	1941845	1941845	1941845	1941845	1941845	1941845	1941845	1941845	1941845	1941845	1941845	1941845	1941845	1941845	1941845	1941845	1941845	1941845	1941845	1941845	1941845	1941845	1941845	1941845	1941845	1941845
